iter	RMSE
176	32.05837918
177	31.99713197
178	31.94307012
179	31.8884296
180	31.82419572
181	31.78884472
182	31.70956627
183	31.64897651
184	31.59171514
185	31.47944139
186	31.41742442
187	31.35936255
188	31.30705627
189	31.29049772
190	31.27432975
191	31.25984646
192	31.24773724
193	31.16689106
194	31.11597285
195	31.07338378
196	31.02184056
197	30.92618174
198	30.85484847
199	30.84411056
200	30.83302636
201	30.78988964
202	30.77785405
203	30.74241221
204	30.69365333
205	30.6622568
206	30.63091462
207	30.60182781
208	30.5919611
209	30.55666622
210	30.51316413
211	30.50535462
212	30.47376385
213	30.4662745
214	30.43690272
215	30.40987626
216	30.38266389
217	30.37409564
218	30.29742033
219	30.27412367
220	30.2167948
221	30.16467048
222	30.15744674
223	30.15006991
224	30.12372561
225	30.06275077
226	30.03900866
227	29.99539132
228	29.96785796
229	29.94881136
230	29.91136481
231	29.89637331
232	29.88798104
233	29.87159156
234	29.86474844
235	29.85788279
236	29.83105779
237	29.80662307
238	29.77924525
239	29.76270161
240	29.75610981
241	29.75072242
242	29.71258398
243	29.68950445
244	29.66029755
245	29.63991471
246	29.59837298
247	29.55892399
248	29.54091278
249	29.53142763
250	29.52327483
251	29.49733707
252	29.48334382
253	29.44931708
254	29.42434236
255	29.40481875
256	29.39242532
257	29.35760934
258	29.35023091
259	29.31935672
260	29.30777505
261	29.27943253
262	29.25901003
263	29.25216247
264	29.2469549
265	29.22907994
266	29.21806089
267	29.20194829
268	29.18228413
269	29.16527807
270	29.14955639
271	29.11787972
272	29.09190424
273	29.08756825
274	29.06418925
275	29.03589573
276	29.02722325
277	28.98423189
278	28.96385272
279	28.94739628
280	28.931826
281	28.92574615
282	28.91789152
283	28.89182081
284	28.87293745
285	28.86907753
286	28.85183619
287	28.84697815
288	28.83534256
289	28.82430411
290	28.80221747
291	28.79724481
292	28.78023181
293	28.75557082
294	28.75201239
295	28.7464315
296	28.74196725
297	28.73321113
298	28.71019394
299	28.6943944
300	28.68185437
301	28.66946488
302	28.65961524
303	28.64007563
304	28.60702104
305	28.59214436
306	28.58222831
307	28.58018803
308	28.57403916
309	28.56891535
310	28.56527046
311	28.54438206
312	28.52471151
313	28.51532355
314	28.49712472
315	28.4770505
316	28.46009575
317	28.45537326
318	28.43849261
319	28.43032163
320	28.41997449
321	28.38876645
322	28.37189649
323	28.36783238
324	28.35970265
325	28.33124075
326	28.31523301
327	28.30796017
328	28.29013913
329	28.28626279
330	28.28198056
331	28.26890916
332	28.26096039
333	28.25223819
334	28.24895418
335	28.24363583
336	28.23678864
337	28.23234505
338	28.22401381
339	28.21695937
340	28.21060863
341	28.18899065
342	28.18253307
343	28.18084996
344	28.16430051
345	28.15010333
346	28.14397913
347	28.12722697
348	28.12430568
349	28.11995141
350	28.11348448
351	28.10765569
352	28.09158215
353	28.08713413
354	28.08240932
355	28.06960645
356	28.05020853
357	28.04493889
358	28.0435533
359	28.03071256
360	28.02584113
361	28.01461913
362	28.00283422
363	27.99083385
364	27.97937973
365	27.97587836
366	27.97170069
367	27.95259955
368	27.94394439
369	27.93578442
370	27.93083701
371	27.91265565
372	27.90738512
373	27.90298432
374	27.88479885
375	27.87399086
376	27.8726144
377	27.86833796
378	27.86475413
379	27.84897154
380	27.83560866
381	27.83184562
382	27.81598572
383	27.80563277
384	27.79885706
385	27.78342742
386	27.7742952
387	27.76962448
388	27.75948467
389	27.74998712
390	27.73069782
391	27.72956255
392	27.72588335
393	27.72229918
394	27.70933545
395	27.6904616
396	27.67543942
397	27.67095852
398	27.6681746
399	27.66491058
400	27.66093259
401	27.64672995
402	27.63615359
403	27.62459083
404	27.61989107
405	27.61885713
406	27.60837171
407	27.6030183
408	27.59129428
409	27.58732162
410	27.58388993
411	27.57667744
412	27.57338206
413	27.56939913
414	27.56595626
415	27.55392412
416	27.55041822
417	27.54651556
418	27.53725986
419	27.53108447
420	27.52827168
421	27.52174303
422	27.51813272
423	27.51561233
424	27.5125043
425	27.50945386
426	27.50582681
427	27.50270239
428	27.49224587
429	27.48895256
430	27.4802409
431	27.47692365
432	27.47284037
433	27.46495652
434	27.46263098
435	27.45910156
436	27.44891776
437	27.43651905
438	27.43075818
439	27.42268309
440	27.41708736
441	27.41407571
442	27.41155479
443	27.40259653
444	27.40151303
445	27.39675009
446	27.3879206
447	27.38009101
448	27.36964475
449	27.36426071
450	27.36166829
451	27.3590189
452	27.35365643
453	27.35132955
454	27.35036802
455	27.34743674
456	27.34567971
457	27.3387142
458	27.32310479
459	27.31910736
460	27.31652704
461	27.31341882
462	27.31123937
463	27.30162085
464	27.29684574
465	27.2949263
466	27.29191438
467	27.27636052
468	27.27004679
469	27.25740919
470	27.24572019
471	27.24216646
472	27.23910506
473	27.22836628
474	27.22504786
475	27.22318196
476	27.22108
477	27.21856122
478	27.21536747
479	27.21443708
480	27.21219351
481	27.20343774
482	27.19155888
483	27.18236101
484	27.17278487
485	27.16640611
486	27.15754263
487	27.14307295
488	27.13891818
489	27.13672983
490	27.1326274
491	27.12142668
492	27.11873126
493	27.11125364
494	27.10308457
495	27.10126775
496	27.0984255
497	27.09227189
498	27.08287054
499	27.08205068
500	27.07858721
501	27.07715464
502	27.07462469
503	27.07185987
504	27.063981
505	27.05593661
506	27.04767395
507	27.04490952
508	27.0374947
509	27.0307003
510	27.02829016
511	27.02365082
512	27.02191525
513	27.01993283
514	27.01830266
515	27.01579058
516	27.01393511
517	27.0062735
518	27.00065381
519	26.99984571
520	26.99671022
521	26.98763229
522	26.97981539
523	26.9783387
524	26.97576098
525	26.97347496
526	26.97147064
527	26.95991788
528	26.95826072
529	26.951362
530	26.94549478
531	26.9436215
532	26.93680389
533	26.93200626
534	26.92338266
535	26.92181912
536	26.91554695
537	26.91408688
538	26.90872073
539	26.9010135
540	26.89212024
541	26.8862387
542	26.88550447
543	26.88396839
544	26.87879523
545	26.87662355
546	26.86952076
547	26.86444668
548	26.85361764
549	26.84882652
550	26.84767065
551	26.83959302
552	26.8383805
553	26.836019
554	26.83160391
555	26.82606636
556	26.82084802
557	26.8160083
558	26.81392154
559	26.81263766
560	26.80416231
561	26.80218654
562	26.80040574
563	26.79923128
564	26.79766584
565	26.79352078
566	26.79163975
567	26.78523753
568	26.7734131
569	26.77181473
570	26.76963374
571	26.76726309
572	26.76554182
573	26.75938536
574	26.7549943
575	26.74976101
576	26.74856275
577	26.74531399
578	26.74428433
579	26.73750291
580	26.72768371
581	26.72211486
582	26.72145237
583	26.71785222
584	26.71643337
585	26.71408494
586	26.71060953
587	26.70424774
588	26.69872995
589	26.69716683
590	26.69120296
591	26.68956466
592	26.68126375
593	26.67083789
594	26.66504103
595	26.66362532
596	26.65585916
597	26.65394959
598	26.64981867
599	26.64499839
600	26.63877539
601	26.62935352
602	26.62057061
603	26.61914525
604	26.61207821
605	26.60690987
606	26.60572772
607	26.60159069
608	26.59473269
609	26.59284628
610	26.59130846
611	26.59046038
612	26.58638529
613	26.5849654
614	26.58006677
615	26.57501616
616	26.57312844
617	26.57236213
618	26.56771981
619	26.55799342
620	26.55671997
621	26.55296108
622	26.54864262
623	26.54518893
624	26.53640331
625	26.53202657
626	26.52057793
627	26.51588856
628	26.51462372
629	26.5139838
630	26.51300769
631	26.51229146
632	26.50679559
633	26.50190467
634	26.4955135
635	26.49456403
636	26.4857005
637	26.48255876
638	26.47348855
639	26.47030617
640	26.46897727
641	26.46805711
642	26.46398357
643	26.45476229
644	26.45350055
645	26.44872807
646	26.44025049
647	26.43402733
648	26.43315875
649	26.4233306
650	26.41567377
651	26.41319184
652	26.4120851
653	26.40778187
654	26.40602383
655	26.40534078
656	26.40242531
657	26.40162538
658	26.40089946
659	26.39394926
660	26.39084264
661	26.38591544
662	26.38179277
663	26.38034807
664	26.37609969
665	26.37537269
666	26.37416414
667	26.37308247
668	26.37177195
669	26.37119339
670	26.36757199
671	26.36698351
672	26.36621606
673	26.36385852
674	26.35962349
675	26.35333322
676	26.35174392
677	26.35021713
678	26.34636925
679	26.34486245
680	26.34380602
681	26.34311504
682	26.34153079
683	26.33548878
684	26.3317772
685	26.33059145
686	26.32990543
687	26.32417123
688	26.32065128
689	26.31384658
690	26.31241377
691	26.31134308
692	26.30924084
693	26.30864276
694	26.305637
695	26.29725965
696	26.29059466
697	26.2884459
698	26.28753211
699	26.28402181
700	26.27690626
701	26.27637021
702	26.27577414
703	26.27528179
704	26.27255124
705	26.27017111
706	26.2669028
707	26.26107017
708	26.25635535
709	26.25115774
710	26.25032618
711	26.24292032
712	26.23985666
713	26.23694872
714	26.23011367
715	26.22161648
716	26.21453548
717	26.21233678
718	26.2113418
719	26.20612907
720	26.20534367
721	26.20343895
722	26.20149381
723	26.2007274
724	26.19386161
725	26.19246164
726	26.19182085
727	26.19127918
728	26.1851461
729	26.18216251
730	26.17515644
731	26.17287905
732	26.17188662
733	26.16670751
734	26.16376741
735	26.16124678
736	26.15866571
737	26.15499816
738	26.15219634
739	26.14599613
740	26.14001481
741	26.13563286
742	26.1289187
743	26.12195508
744	26.11631924
745	26.11285176
746	26.10466132
747	26.10164356
748	26.09356231
749	26.08929913
750	26.08820383
751	26.08682473
752	26.08520393
753	26.0799721
754	26.07883446
755	26.07840157
756	26.07794196
757	26.07750852
758	26.07697576
759	26.07609091
760	26.07511254
761	26.07455056
762	26.0738827
763	26.06847703
764	26.06280778
765	26.05756403
766	26.05662115
767	26.05572601
768	26.05046283
769	26.04635692
770	26.04582436
771	26.04452294
772	26.0411818
773	26.03582663
774	26.03303422
775	26.02682964
776	26.0205615
777	26.01467753
778	26.01034182
779	26.0052795
780	26.00139476
781	25.99529089
782	25.99051244
783	25.98293554
784	25.97908651
785	25.97423281
786	25.97197405
787	25.96781456
788	25.96115635
789	25.95700566
790	25.95577334
791	25.95437721
792	25.95344562
793	25.950287
794	25.9459649
795	25.9420277
796	25.94141384
797	25.93559777
798	25.93298817
799	25.92774989
800	25.92310614
801	25.92164429
802	25.91646331
803	25.91594901
804	25.91529737
805	25.9103601
806	25.90411876
807	25.89815605
808	25.88782793
809	25.88508754
810	25.8812005
811	25.8801081
812	25.87549789
813	25.86631281
814	25.86128552
815	25.85733192
816	25.8517097
817	25.84800415
818	25.84456222
819	25.83895512
820	25.83313987
821	25.82913301
822	25.82864743
823	25.82766864
824	25.82140868
825	25.82049662
826	25.8152018
827	25.81125612
828	25.80998862
829	25.80867836
830	25.80806565
831	25.80759442
832	25.80461395
833	25.80012806
834	25.79639836
835	25.79541546
836	25.79251233
837	25.7891068
838	25.78498971
839	25.78021085
840	25.77440607
841	25.77037602
842	25.7683814
843	25.76756499
844	25.7631622
845	25.76249275
846	25.76120928
847	25.7524347
848	25.75126761
849	25.74341647
850	25.73984271
851	25.73531423
852	25.73093349
853	25.72640394
854	25.72494084
855	25.72433308
856	25.7231833
857	25.72265157
858	25.72215973
859	25.7210524
860	25.71983221
861	25.7157081
862	25.70888412
863	25.70536887
864	25.70426183
865	25.70018915
866	25.69251053
867	25.68680606
868	25.68354662
869	25.67900018
870	25.67209645
871	25.66975148
872	25.66567589
873	25.66299787
874	25.660776
875	25.65730322
876	25.65290668
877	25.65219836
878	25.65179167
879	25.65141833
880	25.65098161
881	25.65063076
882	25.64587612
883	25.64091615
884	25.6378078
885	25.63137328
886	25.62773482
887	25.62477338
888	25.62393977
889	25.61703558
890	25.61522926
891	25.61103651
892	25.60719326
893	25.60551206
894	25.60165964
895	25.59325046
896	25.58828907
897	25.58207963
898	25.57760318
899	25.57159755
900	25.565864
901	25.56228625
902	25.55665049
903	25.55174837
904	25.54879434
905	25.5482627
906	25.54248895
907	25.53866861
908	25.5342109
909	25.52886626
910	25.5238339
911	25.51826125
912	25.51320721
913	25.5122809
914	25.50701581
915	25.50078929
916	25.49984635
917	25.49953264
918	25.49601859
919	25.49198434
920	25.49081172
921	25.48803141
922	25.48534901
923	25.48257918
924	25.48175771
925	25.48135382
926	25.4790931
927	25.47269236
928	25.46662711
929	25.46629208
930	25.46589927
931	25.46560226
932	25.46269795
933	25.45818778
934	25.4574453
935	25.44908305
936	25.44537321
937	25.44124758
938	25.43601295
939	25.43547536
940	25.43452061
941	25.42923712
942	25.42845731
943	25.42777617
944	25.42285598
945	25.41755306
946	25.4141893
947	25.4122513
948	25.40882616
949	25.40684291
950	25.40187744
951	25.39964936
952	25.39504358
953	25.39366165
954	25.38892005
955	25.38786436
956	25.38746925
957	25.3864885
958	25.37884786
959	25.37808392
960	25.37431289
961	25.37396042
962	25.37171678
963	25.36729575
964	25.36244306
965	25.36206493
966	25.36111147
967	25.36024527
968	25.35918687
969	25.35876108
970	25.35602143
971	25.35540637
972	25.3547187
973	25.35389723
974	25.35248433
975	25.34650227
976	25.34266644
977	25.33962813
978	25.33465916
979	25.32996545
980	25.32718834
981	25.32380539
982	25.31797933
983	25.3125417
984	25.31018449
985	25.30983795
986	25.30937212
987	25.30852117
988	25.30756362
989	25.30691275
990	25.30621704
991	25.30592386
992	25.3006019
993	25.30030763
994	25.29907717
995	25.29537941
996	25.29164367
997	25.28899516
998	25.28824546
999	25.28790275
