iter	RMSE
352	31.34609455
353	31.31912145
354	31.28818865
355	31.26611244
356	31.20975305
357	31.1805018
358	31.15833324
359	31.13580444
360	31.11230257
361	31.09114843
362	31.07011551
363	31.04383109
364	31.00992129
365	30.98124023
366	30.96378198
367	30.96199732
368	30.93818891
369	30.91787792
370	30.89189983
371	30.87282776
372	30.85032839
373	30.8486076
374	30.84694191
375	30.84535355
376	30.82904675
377	30.79848418
378	30.79696019
379	30.77928538
380	30.7463947
381	30.73313905
382	30.67685101
383	30.66152126
384	30.64289282
385	30.61373871
386	30.5925324
387	30.59110114
388	30.56269729
389	30.53743046
390	30.49279126
391	30.46348652
392	30.42243009
393	30.3980255
394	30.38267526
395	30.37095394
396	30.34878757
397	30.30167986
398	30.28395682
399	30.26678449
400	30.24612183
401	30.23417091
402	30.19405504
403	30.17764257
404	30.14392942
405	30.1167456
406	30.10429523
407	30.0887548
408	30.07041537
409	30.03145873
410	30.0081484
411	29.97728046
412	29.95972817
413	29.93977714
414	29.91145854
415	29.87819939
416	29.8536196
417	29.83167638
418	29.81447586
419	29.79958874
420	29.78138627
421	29.75645333
422	29.73084315
423	29.71024527
424	29.69412012
425	29.67413463
426	29.66067738
427	29.62297793
428	29.60683961
429	29.57613919
430	29.56175051
431	29.54108066
432	29.52295014
433	29.50701629
434	29.49521577
435	29.47859868
436	29.4626436
437	29.46151213
438	29.44240469
439	29.4240649
440	29.41183703
441	29.37493552
442	29.3626246
443	29.33488678
444	29.32048035
445	29.29230742
446	29.29117501
447	29.26369459
448	29.22666706
449	29.21176802
450	29.19808157
451	29.18523494
452	29.18417559
453	29.14052623
454	29.11165809
455	29.09651411
456	29.08036128
457	29.05782604
458	29.03926853
459	29.01871546
460	29.01770952
461	28.99655652
462	28.96562374
463	28.95121194
464	28.92403335
465	28.90567526
466	28.9047032
467	28.88230939
468	28.86163507
469	28.86069113
470	28.8435103
471	28.83163879
472	28.82243206
473	28.80910028
474	28.79154091
475	28.79062879
476	28.77892385
477	28.76682258
478	28.75104982
479	28.72728165
480	28.71001551
481	28.6802197
482	28.66189335
483	28.65229511
484	28.6514252
485	28.63442702
486	28.63358447
487	28.61680717
488	28.59685625
489	28.56208058
490	28.54558808
491	28.52960752
492	28.515244
493	28.48771731
494	28.47740523
495	28.45968964
496	28.44337721
497	28.42719418
498	28.41088836
499	28.40065117
500	28.37131223
501	28.33419116
502	28.31556701
503	28.30324842
504	28.27970562
505	28.26809114
506	28.26126002
507	28.24432883
508	28.2219803
509	28.20635465
510	28.18017016
511	28.1539131
512	28.14345427
513	28.13212695
514	28.1247366
515	28.11017153
516	28.08825595
517	28.06933637
518	28.05463472
519	28.04228858
520	28.02469253
521	27.99850062
522	27.98222565
523	27.95759442
524	27.94122059
525	27.93022078
526	27.91613757
527	27.90656549
528	27.89102036
529	27.88239249
530	27.86925085
531	27.86075477
532	27.84725373
533	27.8311821
534	27.8187652
535	27.80517972
536	27.77613843
537	27.75490102
538	27.74093881
539	27.72233757
540	27.70785385
541	27.6952613
542	27.67941653
543	27.66836028
544	27.66745702
545	27.64672171
546	27.62281077
547	27.60826579
548	27.59590592
549	27.57801726
550	27.56682453
551	27.55254908
552	27.54421355
553	27.50213985
554	27.47972592
555	27.45814193
556	27.44718602
557	27.43980248
558	27.42604858
559	27.41804082
560	27.40857146
561	27.39892852
562	27.37985243
563	27.35933335
564	27.35104844
565	27.33573604
566	27.32797266
567	27.31774286
568	27.29904872
569	27.29827236
570	27.28981462
571	27.27658093
572	27.24982739
573	27.24100838
574	27.2401515
575	27.22592472
576	27.21727891
577	27.20484502
578	27.19694695
579	27.18394661
580	27.17168597
581	27.1616687
582	27.15599034
583	27.14405698
584	27.13540979
585	27.12086247
586	27.11230987
587	27.10390163
588	27.09103577
589	27.07457796
590	27.0688824
591	27.05036369
592	27.0387521
593	27.03358015
594	27.02347807
595	26.99884369
596	26.9887931
597	26.97651801
598	26.96823332
599	26.96118365
600	26.954227
601	26.93855024
602	26.92359702
603	26.91377163
604	26.90367575
605	26.89582146
606	26.88786365
607	26.87859045
608	26.8722516
609	26.85901617
610	26.84007648
611	26.83355574
612	26.82521438
613	26.81410478
614	26.80686157
615	26.79399507
616	26.77990236
617	26.77312394
618	26.76175237
619	26.74980775
620	26.74315762
621	26.73636561
622	26.72534227
623	26.71679811
624	26.68245704
625	26.67156495
626	26.66480923
627	26.64877496
628	26.63637995
629	26.62704288
630	26.62073686
631	26.61086635
632	26.59935977
633	26.5723335
634	26.56512092
635	26.55031478
636	26.53318426
637	26.52510289
638	26.51547127
639	26.49112686
640	26.4846642
641	26.47567147
642	26.46864116
643	26.45818526
644	26.44127447
645	26.42426831
646	26.4184745
647	26.40981521
648	26.4022009
649	26.39685366
650	26.39040169
651	26.37854617
652	26.37096858
653	26.35680708
654	26.35141512
655	26.33080223
656	26.31962608
657	26.31218486
658	26.29074582
659	26.28156121
660	26.26965555
661	26.25575914
662	26.24716541
663	26.24030786
664	26.23631906
665	26.22943762
666	26.20722096
667	26.18208314
668	26.17209989
669	26.16472713
670	26.15566848
671	26.14616759
672	26.13207391
673	26.13148396
674	26.12427132
675	26.11633628
676	26.10776767
677	26.0967296
678	26.08818239
679	26.07666086
680	26.05647545
681	26.04307074
682	26.03810091
683	26.03416491
684	26.01812575
685	26.01150708
686	25.98106097
687	25.9702184
688	25.95875394
689	25.94755585
690	25.936302
691	25.93177365
692	25.9228081
693	25.9082822
694	25.89546432
695	25.89493537
696	25.89040491
697	25.88479465
698	25.87941636
699	25.87474161
700	25.86647087
701	25.86030584
702	25.85502527
703	25.84756618
704	25.8420912
705	25.8280131
706	25.81404296
707	25.810026
708	25.8040343
709	25.8006681
710	25.79429561
711	25.7754441
712	25.76601653
713	25.76161888
714	25.75576512
715	25.74878685
716	25.73815087
717	25.70700638
718	25.69936982
719	25.69590391
720	25.6824359
721	25.67277894
722	25.66136391
723	25.65059755
724	25.64376918
725	25.62846113
726	25.62039519
727	25.60891976
728	25.60488522
729	25.59548276
730	25.58704909
731	25.57482783
732	25.56282514
733	25.55215971
734	25.53885334
735	25.51129271
736	25.49986705
737	25.48866892
738	25.48148662
739	25.47415734
740	25.46897243
741	25.4616657
742	25.44752327
743	25.43558467
744	25.42571112
745	25.42056244
746	25.41503776
747	25.411672
748	25.39857714
749	25.38637489
750	25.38224773
751	25.37360581
752	25.36072473
753	25.35596019
754	25.34774704
755	25.33954522
756	25.33658603
757	25.3285417
758	25.31794787
759	25.30697223
760	25.29799628
761	25.28797242
762	25.28166973
763	25.27591708
764	25.27209407
765	25.26288186
766	25.2413741
767	25.23693437
768	25.23064553
769	25.23020347
770	25.22488813
771	25.22151732
772	25.21824778
773	25.20853226
774	25.20121719
775	25.18630006
776	25.17117995
777	25.17044119
778	25.16273759
779	25.15756159
780	25.14614929
781	25.13891689
782	25.13460473
783	25.12822317
784	25.11186589
785	25.1065936
786	25.09717663
787	25.08596347
788	25.07659485
789	25.06704854
790	25.06635604
791	25.06284062
792	25.05329407
793	25.04555316
794	25.03646215
795	25.01887076
796	25.01366121
797	25.00501545
798	25.00006987
799	24.99589226
800	24.97905496
801	24.97229039
802	24.96747605
803	24.96187289
804	24.95365134
805	24.94632569
806	24.94247763
807	24.93736498
808	24.93166868
809	24.91927858
810	24.91429589
811	24.91088116
812	24.90190877
813	24.89705756
814	24.89121807
815	24.8903868
816	24.88627278
817	24.88004878
818	24.86571932
819	24.85949966
820	24.85478794
821	24.85119611
822	24.83634591
823	24.83012439
824	24.82414506
825	24.81559932
826	24.81129811
827	24.80304567
828	24.7974764
829	24.79010841
830	24.785043
831	24.78042302
832	24.77200484
833	24.76782624
834	24.7634644
835	24.75915423
836	24.75044862
837	24.73906291
838	24.73471138
839	24.73029125
840	24.71402823
841	24.69869076
842	24.68628578
843	24.68167607
844	24.67036148
845	24.66672431
846	24.66046796
847	24.65725548
848	24.65371692
849	24.64668071
850	24.63726746
851	24.63292263
852	24.62753437
853	24.62286146
854	24.60119274
855	24.5901838
856	24.58385414
857	24.57437383
858	24.56403322
859	24.56044124
860	24.54980663
861	24.54435507
862	24.53445633
863	24.52642307
864	24.5191754
865	24.5173782
866	24.51018411
867	24.50115456
868	24.4910685
869	24.48679797
870	24.48340558
871	24.47110158
872	24.46789805
873	24.46154296
874	24.45276251
875	24.44947423
876	24.4416531
877	24.43438149
878	24.42474819
879	24.41798717
880	24.41488267
881	24.40154211
882	24.39677813
883	24.39374685
884	24.37907033
885	24.37506814
886	24.36968607
887	24.35868284
888	24.35284653
889	24.34759404
890	24.33788621
891	24.32472109
892	24.30491031
893	24.29683143
894	24.28888156
895	24.28528365
896	24.28204364
897	24.27681499
898	24.27150071
899	24.26693004
900	24.25879529
901	24.2547353
902	24.25162568
903	24.24957151
904	24.24668155
905	24.23509547
906	24.22902863
907	24.21686948
908	24.20624669
909	24.1923795
910	24.18081737
911	24.17411716
912	24.16741636
913	24.14835776
914	24.13669067
915	24.118886
916	24.11472016
917	24.11001591
918	24.10658823
919	24.1004851
920	24.09214555
921	24.08829375
922	24.085818
923	24.07932603
924	24.07222731
925	24.06906557
926	24.06290717
927	24.05773781
928	24.04828735
929	24.04578473
930	24.037002
931	24.02130724
932	24.00594258
933	23.99430392
934	23.98724914
935	23.97739126
936	23.96992869
937	23.96571062
938	23.95881393
939	23.94913323
940	23.93473335
941	23.93076533
942	23.9202511
943	23.90827426
944	23.89990566
945	23.88898957
946	23.88635034
947	23.88258331
948	23.87748063
949	23.87280662
950	23.86482853
951	23.86045048
952	23.85245063
953	23.84008077
954	23.83054196
955	23.82487642
956	23.80816653
957	23.80426222
958	23.79955913
959	23.79099654
960	23.78332044
961	23.77769446
962	23.77099627
963	23.76469174
964	23.75937068
965	23.74712534
966	23.73805488
967	23.73413607
968	23.72430501
969	23.71745182
970	23.71241113
971	23.70690479
972	23.69167013
973	23.68823722
974	23.68279607
975	23.67568796
976	23.66886562
977	23.66205985
978	23.65562272
979	23.64774434
980	23.64478198
981	23.64030062
982	23.63456706
983	23.62698152
984	23.60990192
985	23.60606254
986	23.59995718
987	23.58936649
988	23.58778193
989	23.58001353
990	23.57495409
991	23.57161826
992	23.56575337
993	23.56103913
994	23.5547567
995	23.54833503
996	23.53840303
997	23.53443118
998	23.52994628
999	23.52044204
